u1 i491:-1.0
u1 i633:-1.0
u1 i645:-1.0
u1 i622:-1.0
u1 i361:-1.0
u1 i570:-1.0
u1 i655:-1.0
u1 i528:-1.0
u1 i578:-1.0
u1 i471:-1.0
u1 i672:-1.0
u1 i15:-1.0
u1 i529:-1.0
u1 i353:-1.0
u1 i607:-1.0
u1 i700:-1.0
u1 i85:-1.0
u1 i436:-1.0
u1 i364:-1.0
u1 i687:-1.0
u1 i452:-1.0
u1 i100:-1.0
u1 i646:-1.0
u1 i483:-1.0
u1 i461:-1.0
u1 i499:-1.0
u1 i502:-1.0
u1 i103:-1.0
u1 i574:-1.0
u1 i467:-1.0
u1 i177:-1.0
u1 i510:-1.0
u1 i377:-1.0
u1 i623:-1.0
u1 i272:-1.0
u1 i520:-1.0
u1 i625:-1.0
u1 i609:-1.0
u1 i608:-1.0
u1 i31:-1.0
u1 i600:-1.0
u1 i290:-1.0
u1 i538:-1.0
u1 i479:-1.0
u1 i595:-1.0
u1 i174:-1.0
u1 i621:-1.0
u1 i470:-1.0
u1 i581:-1.0
u1 i540:-1.0
u1 i576:-1.0
u1 i118:-1.0
u1 i474:-1.0
u1 i601:-1.0
u1 i168:-1.0
u1 i534:-1.0
u1 i457:-1.0
u1 i256:-1.0
u1 i729:-1.0
u1 i292:-1.0
u1 i615:-1.0
u1 i478:-1.0
u1 i464:-1.0
u1 i656:-1.0
u1 i539:-1.0
u1 i610:-1.0
u1 i591:-1.0
u1 i493:-1.0
u1 i697:-1.0
u1 i637:-1.0
u1 i435:-1.0
u1 i500:-1.0
u1 i649:-1.0
u1 i466:-1.0
u2 i735:-1.0
u2 i733:-1.0
u2 i748:-1.0
u2 i749:-1.0
u2 i744:-1.0
u2 i732:-1.0
u2 i738:-1.0
u2 i741:-1.0
u2 i742:-1.0
u2 i745:-1.0
u3 i768:-1.0
u3 i765:-1.0
u3 i729:-1.0
u3 i763:-1.0
u3 i751:-1.0
u3 i754:-1.0
u3 i755:-1.0
u3 i756:-1.0
u3 i758:-1.0
u3 i760:-1.0
u3 i770:-1.0
u4 i491:-1.0
u4 i918:-1.0
u4 i858:-1.0
u4 i911:-1.0
u4 i953:-1.0
u4 i850:-1.0
u4 i955:-1.0
u4 i574:-1.0
u4 i669:-1.0
u4 i867:-1.0
u4 i619:-1.0
u4 i729:-1.0
u4 i880:-1.0
u4 i881:-1.0
u4 i937:-1.0
u4 i923:-1.0
u4 i908:-1.0
u4 i915:-1.0
u4 i912:-1.0
u4 i916:-1.0
u4 i903:-1.0
u4 i944:-1.0
u4 i857:-1.0
u4 i897:-1.0
u4 i950:-1.0
u4 i835:-1.0
u4 i924:-1.0
u4 i926:-1.0
u4 i904:-1.0
u4 i853:-1.0
u4 i931:-1.0
u4 i913:-1.0
u4 i935:-1.0
u4 i825:-1.0
u4 i933:-1.0
u4 i956:-1.0
u4 i847:-1.0
u4 i907:-1.0
u4 i774:-1.0
u4 i775:-1.0
u4 i776:-1.0
u4 i777:-1.0
u4 i779:-1.0
u4 i780:-1.0
u4 i782:-1.0
u4 i783:-1.0
u4 i785:-1.0
u4 i787:-1.0
u4 i789:-1.0
u4 i790:-1.0
u4 i792:-1.0
u4 i795:-1.0
u4 i796:-1.0
u4 i798:-1.0
u4 i799:-1.0
u4 i800:-1.0
u4 i802:-1.0
u4 i803:-1.0
u4 i804:-1.0
u4 i806:-1.0
u4 i807:-1.0
u4 i811:-1.0
u4 i812:-1.0
u4 i813:-1.0
u4 i814:-1.0
u4 i815:-1.0
u4 i816:-1.0
u4 i818:-1.0
u4 i823:-1.0
u4 i828:-1.0
u4 i831:-1.0
u4 i834:-1.0
u4 i836:-1.0
u4 i838:-1.0
u4 i839:-1.0
u4 i841:-1.0
u4 i842:-1.0
u4 i843:-1.0
u4 i844:-1.0
u4 i846:-1.0
u4 i865:-1.0
u4 i866:-1.0
u4 i877:-1.0
u4 i882:-1.0
u4 i886:-1.0
u4 i887:-1.0
u4 i889:-1.0
u4 i893:-1.0
u4 i894:-1.0
u4 i896:-1.0
u4 i898:-1.0
u4 i899:-1.0
u4 i901:-1.0
u4 i910:-1.0
u4 i917:-1.0
u4 i919:-1.0
u4 i927:-1.0
u4 i928:-1.0
u4 i943:-1.0
u4 i946:-1.0
u4 i948:-1.0
u4 i954:-1.0
u5 i491:-1.0
u5 i962:-1.0
u5 i645:-1.0
u5 i973:-1.0
u5 i623:-1.0
u5 i763:-1.0
u5 i967:-1.0
u5 i969:-1.0
u5 i964:-1.0
u5 i61:-1.0
u5 i963:-1.0
u5 i972:-1.0
u6 i1010:-1.0
u6 i1029:-1.0
u6 i983:-1.0
u6 i974:-1.0
u6 i985:-1.0
u6 i1002:-1.0
u6 i986:-1.0
u6 i1009:-1.0
u6 i1008:-1.0
u6 i979:-1.0
u6 i978:-1.0
u6 i996:-1.0
u6 i976:-1.0
u6 i994:-1.0
u6 i984:-1.0
u6 i1054:-1.0
u6 i1031:-1.0
u6 i993:-1.0
u6 i1000:-1.0
u6 i1007:-1.0
u6 i1018:-1.0
u6 i1039:-1.0
u6 i1022:-1.0
u6 i450:-1.0
u6 i1024:-1.0
u6 i1044:-1.0
u6 i987:-1.0
u6 i991:-1.0
u6 i995:-1.0
u6 i999:-1.0
u6 i1005:-1.0
u6 i1025:-1.0
u6 i1034:-1.0
u6 i1035:-1.0
u6 i1040:-1.0
u6 i1041:-1.0
u6 i1047:-1.0
u6 i1051:-1.0
u7 i1113:-1.0
u7 i1114:-1.0
u7 i731:-1.0
u7 i1080:-1.0
u7 i1056:-1.0
u7 i1070:-1.0
u7 i1094:-1.0
u7 i1086:-1.0
u7 i1124:-1.0
u7 i1118:-1.0
u7 i1082:-1.0
u7 i188:-1.0
u7 i1098:-1.0
u7 i1083:-1.0
u7 i1097:-1.0
u7 i1110:-1.0
u7 i37:-1.0
u7 i448:-1.0
u7 i277:-1.0
u7 i565:-1.0
u7 i1057:-1.0
u7 i1058:-1.0
u7 i1061:-1.0
u7 i1065:-1.0
u7 i1067:-1.0
u7 i1068:-1.0
u7 i1069:-1.0
u7 i1075:-1.0
u7 i1077:-1.0
u7 i1081:-1.0
u7 i1084:-1.0
u7 i1087:-1.0
u7 i1091:-1.0
u7 i1093:-1.0
u7 i1102:-1.0
u7 i1103:-1.0
u7 i1104:-1.0
u7 i1105:-1.0
u7 i1107:-1.0
u7 i1111:-1.0
u7 i1126:-1.0
u8 i1185:-1.0
u8 i1227:-1.0
u8 i1142:-1.0
u8 i1208:-1.0
u8 i1250:-1.0
u8 i1243:-1.0
u8 i1215:-1.0
u8 i1230:-1.0
u8 i1129:-1.0
u8 i1144:-1.0
u8 i1218:-1.0
u8 i1248:-1.0
u8 i1175:-1.0
u8 i1197:-1.0
u8 i1210:-1.0
u8 i1180:-1.0
u8 i1139:-1.0
u8 i1245:-1.0
u8 i1238:-1.0
u8 i1153:-1.0
u8 i1186:-1.0
u8 i1203:-1.0
u8 i1241:-1.0
u8 i1194:-1.0
u8 i1127:-1.0
u8 i1131:-1.0
u8 i1133:-1.0
u8 i1134:-1.0
u8 i1135:-1.0
u8 i1136:-1.0
u8 i1138:-1.0
u8 i1140:-1.0
u8 i1143:-1.0
u8 i1145:-1.0
